ID;Notional;Counterparty
10166;10166000;B
10167;10167000;A
10168;10168000;B
10169;10169000;A
10170;10170000;B
10171;10171000;A
10172;10172000;B
10173;10173000;A
10174;10174000;B
10175;10175000;A
10176;10176000;B
10177;10177000;A
10178;10178000;B
10179;10179000;A
10180;10180000;B
10181;10181000;A
10182;10182000;B
10183;10183000;A
10184;10184000;B
10185;10185000;A
10186;10186000;B
10187;10187000;A
10188;10188000;B
10189;10189000;A
10190;10190000;B
10191;10191000;A
10192;10192000;B
10193;10193000;A
10194;10194000;B
10195;10195000;A
10196;10196000;B
10197;10197000;A
10198;10198000;B
10199;10199000;A
10200;10200000;B
10201;10201000;A
10202;10202000;B
10203;10203000;A
10204;10204000;B
10205;10205000;A
10206;10206000;B
10207;10207000;A
10208;10208000;B
10209;10209000;A
10210;10210000;B
10211;10211000;A
10212;10212000;B
10213;10213000;A
10214;10214000;B
10215;10215000;A
10216;10216000;B
10217;10217000;A
10218;10218000;B
10219;10219000;A
10220;10220000;B
10221;10221000;A
10222;10222000;B
10223;10223000;A
10224;10224000;B
10225;10225000;A
10226;10226000;B
10227;10227000;A
10228;10228000;B
10229;10229000;A
10230;10230000;B
10231;10231000;A
10232;10232000;B
10233;10233000;A
10234;10234000;B
10235;10235000;A
10236;10236000;B
10237;10237000;A
10238;10238000;B
10239;10239000;A
10240;10240000;B
10241;10241000;A
10242;10242000;B
10243;10243000;A
10244;10244000;B
10245;10245000;A
10246;10246000;B
10247;10247000;A
10248;10248000;B
10249;10249000;A
10250;10250000;B
10251;10251000;A
10252;10252000;B
10253;10253000;A
10254;10254000;B
10255;10255000;A
10256;10256000;B
10257;10257000;A
10258;10258000;B
10259;10259000;A
10260;10260000;B
10261;10261000;A
10262;10262000;B
10263;10263000;A
10264;10264000;B
10265;10265000;A
10266;10266000;B
10267;10267000;A
10268;10268000;B
10269;10269000;A
10270;10270000;B
10271;10271000;A
10272;10272000;B
10273;10273000;A
10274;10274000;B
10275;10275000;A
10276;10276000;B
10277;10277000;A
10278;10278000;B
10279;10279000;A
10280;10280000;B
10281;10281000;A
10282;10282000;B
10283;10283000;A
10284;10284000;B
10285;10285000;A
10286;10286000;B
10287;10287000;A
10288;10288000;B
10289;10289000;A
10290;10290000;B
10291;10291000;A
10292;10292000;B
10293;10293000;A
10294;10294000;B
10295;10295000;A
10296;10296000;B
10297;10297000;A
10298;10298000;B
10299;10299000;A
10300;10300000;B
10301;10301000;A
10302;10302000;B
10303;10303000;A
10304;10304000;B
10305;10305000;A
10306;10306000;B
10307;10307000;A
10308;10308000;B
10309;10309000;A
10310;10310000;B
10311;10311000;A
10312;10312000;B
10313;10313000;A
10314;10314000;B
10315;10315000;A
10316;10316000;B
10317;10317000;A
10318;10318000;B
10319;10319000;A
10320;10320000;B
10321;10321000;A
10322;10322000;B
10323;10323000;A
10324;10324000;B
10325;10325000;A
10326;10326000;B
10327;10327000;A
10328;10328000;B
10329;10329000;A
10330;10330000;B
10331;10331000;A
10332;10332000;B
10333;10333000;A
10334;10334000;B
10335;10335000;A
10336;10336000;B
10337;10337000;A
10338;10338000;B
10339;10339000;A
10340;10340000;B
10341;10341000;A
10342;10342000;B
10343;10343000;A
10344;10344000;B
10345;10345000;A
10346;10346000;B
10347;10347000;A
10348;10348000;B
10349;10349000;A
10350;10350000;B
10351;10351000;A
10352;10352000;B
10353;10353000;A
10354;10354000;B
10355;10355000;A
10356;10356000;B
10357;10357000;A
10358;10358000;B
10359;10359000;A
10360;10360000;B
10361;10361000;A
10362;10362000;B
10363;10363000;A
10364;10364000;B
10365;10365000;A
10366;10366000;B
10367;10367000;A
10368;10368000;B
10369;10369000;A
10370;10370000;B
10371;10371000;A
10372;10372000;B
10373;10373000;A
10374;10374000;B
10375;10375000;A
10376;10376000;B
10377;10377000;A
10378;10378000;B
10379;10379000;A
10380;10380000;B
10381;10381000;A
10382;10382000;B
10383;10383000;A
10384;10384000;B
10385;10385000;A
10386;10386000;B
10387;10387000;A
10388;10388000;B
10389;10389000;A
10390;10390000;B
10391;10391000;A
10392;10392000;B
10393;10393000;A
10394;10394000;B
10395;10395000;A
10396;10396000;B
10397;10397000;A
10398;10398000;B
10399;10399000;A
10400;10400000;B
10401;10401000;A
10402;10402000;B
10403;10403000;A
10404;10404000;B
10405;10405000;A
10406;10406000;B
10407;10407000;A
10408;10408000;B
10409;10409000;A
10410;10410000;B
10411;10411000;A
10412;10412000;B
10413;10413000;A
10414;10414000;B
10415;10415000;A
10416;10416000;B
10417;10417000;A
10418;10418000;B
10419;10419000;A
10420;10420000;B
10421;10421000;A
10422;10422000;B
10423;10423000;A
10424;10424000;B
10425;10425000;A
10426;10426000;B
10427;10427000;A
10428;10428000;B
10429;10429000;A
10430;10430000;B
10431;10431000;A
10432;10432000;B
10433;10433000;A
10434;10434000;B
10435;10435000;A
10436;10436000;B
10437;10437000;A
10438;10438000;B
10439;10439000;A
10440;10440000;B
10441;10441000;A
10442;10442000;B
10443;10443000;A
10444;10444000;B
10445;10445000;A
10446;10446000;B
10447;10447000;A
10448;10448000;B
10449;10449000;A
10450;10450000;B
10451;10451000;A
10452;10452000;B
10453;10453000;A
10454;10454000;B
10455;10455000;A
10456;10456000;B
10457;10457000;A
10458;10458000;B
10459;10459000;A
10460;10460000;B
10461;10461000;A
10462;10462000;B
10463;10463000;A
10464;10464000;B
10465;10465000;A
10466;10466000;B
10467;10467000;A
10468;10468000;B
10469;10469000;A
10470;10470000;B
10471;10471000;A
10472;10472000;B
10473;10473000;A
10474;10474000;B
10475;10475000;A
10476;10476000;B
10477;10477000;A
10478;10478000;B
10479;10479000;A
10480;10480000;B
10481;10481000;A
10482;10482000;B
10483;10483000;A
10484;10484000;B
10485;10485000;A
10486;10486000;B
10487;10487000;A
10488;10488000;B
10489;10489000;A
10490;10490000;B
10491;10491000;A
10492;10492000;B
10493;10493000;A
10494;10494000;B
10495;10495000;A
10496;10496000;B
10497;10497000;A
10498;10498000;B
10499;10499000;A
10500;10500000;B
10501;10501000;A
10502;10502000;B
10503;10503000;A
10504;10504000;B
10505;10505000;A
10506;10506000;B
10507;10507000;A
10508;10508000;B
10509;10509000;A
10510;10510000;B
10511;10511000;A
10512;10512000;B
10513;10513000;A
10514;10514000;B
10515;10515000;A
10516;10516000;B
10517;10517000;A
10518;10518000;B
10519;10519000;A
10520;10520000;B
10521;10521000;A
10522;10522000;B
10523;10523000;A
10524;10524000;B
10525;10525000;A
10526;10526000;B
10527;10527000;A
10528;10528000;B
10529;10529000;A
10530;10530000;B
10531;10531000;A
10532;10532000;B
10533;10533000;A
10534;10534000;B
10535;10535000;A
10536;10536000;B
10537;10537000;A
10538;10538000;B
10539;10539000;A
10540;10540000;B
10541;10541000;A
10542;10542000;B
10543;10543000;A
10544;10544000;B
10545;10545000;A
10546;10546000;B
10547;10547000;A
10548;10548000;B
10549;10549000;A
10550;10550000;B
10551;10551000;A
10552;10552000;B
10553;10553000;A
10554;10554000;B
10555;10555000;A
10556;10556000;B
10557;10557000;A
10558;10558000;B
10559;10559000;A
10560;10560000;B
10561;10561000;A
10562;10562000;B
10563;10563000;A
10564;10564000;B
10565;10565000;A
10566;10566000;B
10567;10567000;A
10568;10568000;B
10569;10569000;A
10570;10570000;B
10571;10571000;A
10572;10572000;B
10573;10573000;A
10574;10574000;B
10575;10575000;A
10576;10576000;B
10577;10577000;A
10578;10578000;B
10579;10579000;A
10580;10580000;B
10581;10581000;A
10582;10582000;B
10583;10583000;A
10584;10584000;B
10585;10585000;A
10586;10586000;B
10587;10587000;A
10588;10588000;B
10589;10589000;A
10590;10590000;B
10591;10591000;A
10592;10592000;B
10593;10593000;A
10594;10594000;B
10595;10595000;A
10596;10596000;B
10597;10597000;A
10598;10598000;B
10599;10599000;A
10600;10600000;B
10601;10601000;A
10602;10602000;B
10603;10603000;A
10604;10604000;B
10605;10605000;A
10606;10606000;B
10607;10607000;A
10608;10608000;B
10609;10609000;A
10610;10610000;B
10611;10611000;A
10612;10612000;B
10613;10613000;A
10614;10614000;B
10615;10615000;A
10616;10616000;B
10617;10617000;A
10618;10618000;B
10619;10619000;A
10620;10620000;B
10621;10621000;A
10622;10622000;B
10623;10623000;A
10624;10624000;B
10625;10625000;A
10626;10626000;B
10627;10627000;A
10628;10628000;B
10629;10629000;A
10630;10630000;B
10631;10631000;A
10632;10632000;B
10633;10633000;A
10634;10634000;B
10635;10635000;A
10636;10636000;B
10637;10637000;A
10638;10638000;B
10639;10639000;A
10640;10640000;B
10641;10641000;A
10642;10642000;B
10643;10643000;A
10644;10644000;B
10645;10645000;A
10646;10646000;B
10647;10647000;A
10648;10648000;B
10649;10649000;A
10650;10650000;B
10651;10651000;A
10652;10652000;B
10653;10653000;A
10654;10654000;B
10655;10655000;A
10656;10656000;B
10657;10657000;A
10658;10658000;B
10659;10659000;A
10660;10660000;B
10661;10661000;A
10662;10662000;B
10663;10663000;A
10664;10664000;B
10665;10665000;A
10666;10666000;B
10667;10667000;A
10668;10668000;B
10669;10669000;A
10670;10670000;B
10671;10671000;A
10672;10672000;B
10673;10673000;A
10674;10674000;B
10675;10675000;A
10676;10676000;B
10677;10677000;A
10678;10678000;B
10679;10679000;A
10680;10680000;B
10681;10681000;A
10682;10682000;B
10683;10683000;A
10684;10684000;B
10685;10685000;A
10686;10686000;B
10687;10687000;A
10688;10688000;B
10689;10689000;A
10690;10690000;B
10691;10691000;A
10692;10692000;B
10693;10693000;A
10694;10694000;B
10695;10695000;A
10696;10696000;B
10697;10697000;A
10698;10698000;B
10699;10699000;A
10700;10700000;B
10701;10701000;A
10702;10702000;B
10703;10703000;A
10704;10704000;B
10705;10705000;A
10706;10706000;B
10707;10707000;A
10708;10708000;B
10709;10709000;A
10710;10710000;B
10711;10711000;A
10712;10712000;B
10713;10713000;A
10714;10714000;B
10715;10715000;A
10716;10716000;B
10717;10717000;A
10718;10718000;B
10719;10719000;A
10720;10720000;B
10721;10721000;A
10722;10722000;B
10723;10723000;A
10724;10724000;B
10725;10725000;A
10726;10726000;B
10727;10727000;A
10728;10728000;B
10729;10729000;A
10730;10730000;B
10731;10731000;A
10732;10732000;B
10733;10733000;A
10734;10734000;B
10735;10735000;A
10736;10736000;B
10737;10737000;A
10738;10738000;B
10739;10739000;A
10740;10740000;B
10741;10741000;A
10742;10742000;B
10743;10743000;A
10744;10744000;B
10745;10745000;A
10746;10746000;B
10747;10747000;A
10748;10748000;B
10749;10749000;A
10750;10750000;B
10751;10751000;A
10752;10752000;B
10753;10753000;A
10754;10754000;B
10755;10755000;A
10756;10756000;B
10757;10757000;A
10758;10758000;B
10759;10759000;A
10760;10760000;B
10761;10761000;A
10762;10762000;B
10763;10763000;A
10764;10764000;B
10765;10765000;A
10766;10766000;B
10767;10767000;A
10768;10768000;B
10769;10769000;A
10770;10770000;B
10771;10771000;A
10772;10772000;B
10773;10773000;A
10774;10774000;B
10775;10775000;A
10776;10776000;B
10777;10777000;A
10778;10778000;B
10779;10779000;A
10780;10780000;B
10781;10781000;A
10782;10782000;B
10783;10783000;A
10784;10784000;B
10785;10785000;A
10786;10786000;B
10787;10787000;A
10788;10788000;B
10789;10789000;A
10790;10790000;B
10791;10791000;A
10792;10792000;B
10793;10793000;A
10794;10794000;B
10795;10795000;A
10796;10796000;B
10797;10797000;A
10798;10798000;B
10799;10799000;A
10800;10800000;B
10801;10801000;A
10802;10802000;B
10803;10803000;A
10804;10804000;B
10805;10805000;A
10806;10806000;B
10807;10807000;A
10808;10808000;B
10809;10809000;A
10810;10810000;B
10811;10811000;A
10812;10812000;B
10813;10813000;A
10814;10814000;B
10815;10815000;A
10816;10816000;B
10817;10817000;A
10818;10818000;B
10819;10819000;A
10820;10820000;B
10821;10821000;A
10822;10822000;B
10823;10823000;A
10824;10824000;B
10825;10825000;A
10826;10826000;B
10827;10827000;A
10828;10828000;B
10829;10829000;A
10830;10830000;B
10831;10831000;A
10832;10832000;B
10833;10833000;A
10834;10834000;B
10835;10835000;A
10836;10836000;B
10837;10837000;A
10838;10838000;B
10839;10839000;A
10840;10840000;B
10841;10841000;A
10842;10842000;B
10843;10843000;A
10844;10844000;B
10845;10845000;A
10846;10846000;B
10847;10847000;A
10848;10848000;B
10849;10849000;A
10850;10850000;B
10851;10851000;A
10852;10852000;B
10853;10853000;A
10854;10854000;B
10855;10855000;A
10856;10856000;B
10857;10857000;A
10858;10858000;B
10859;10859000;A
10860;10860000;B
10861;10861000;A
10862;10862000;B
10863;10863000;A
10864;10864000;B
10865;10865000;A
10866;10866000;B
10867;10867000;A
10868;10868000;B
10869;10869000;A
10870;10870000;B
10871;10871000;A
10872;10872000;B
10873;10873000;A
10874;10874000;B
10875;10875000;A
10876;10876000;B
10877;10877000;A
10878;10878000;B
10879;10879000;A
10880;10880000;B
10881;10881000;A
10882;10882000;B
10883;10883000;A
10884;10884000;B
10885;10885000;A
10886;10886000;B
10887;10887000;A
10888;10888000;B
10889;10889000;A
10890;10890000;B
10891;10891000;A
10892;10892000;B
10893;10893000;A
10894;10894000;B
10895;10895000;A
10896;10896000;B
10897;10897000;A
10898;10898000;B
10899;10899000;A
10900;10900000;B
10901;10901000;A
10902;10902000;B
10903;10903000;A
10904;10904000;B
10905;10905000;A
10906;10906000;B
10907;10907000;A
10908;10908000;B
10909;10909000;A
10910;10910000;B
10911;10911000;A
10912;10912000;B
10913;10913000;A
10914;10914000;B
10915;10915000;A
10916;10916000;B
10917;10917000;A
10918;10918000;B
10919;10919000;A
10920;10920000;B
10921;10921000;A
10922;10922000;B
10923;10923000;A
10924;10924000;B
10925;10925000;A
10926;10926000;B
10927;10927000;A
10928;10928000;B
10929;10929000;A
10930;10930000;B
10931;10931000;A
10932;10932000;B
10933;10933000;A
10934;10934000;B
10935;10935000;A
10936;10936000;B
10937;10937000;A
10938;10938000;B
10939;10939000;A
10940;10940000;B
10941;10941000;A
10942;10942000;B
10943;10943000;A
10944;10944000;B
10945;10945000;A
10946;10946000;B
10947;10947000;A
10948;10948000;B
10949;10949000;A
10950;10950000;B
10951;10951000;A
10952;10952000;B
10953;10953000;A
10954;10954000;B
10955;10955000;A
10956;10956000;B
10957;10957000;A
10958;10958000;B
10959;10959000;A
10960;10960000;B
10961;10961000;A
10962;10962000;B
10963;10963000;A
10964;10964000;B
10965;10965000;A
10966;10966000;B
10967;10967000;A
10968;10968000;B
10969;10969000;A
10970;10970000;B
10971;10971000;A
10972;10972000;B
10973;10973000;A
10974;10974000;B
10975;10975000;A
10976;10976000;B
10977;10977000;A
10978;10978000;B
10979;10979000;A
10980;10980000;B
10981;10981000;A
10982;10982000;B
10983;10983000;A
10984;10984000;B
10985;10985000;A
10986;10986000;B
10987;10987000;A
10988;10988000;B
10989;10989000;A
10990;10990000;B
10991;10991000;A
10992;10992000;B
10993;10993000;A
10994;10994000;B
10995;10995000;A
10996;10996000;B
10997;10997000;A
10998;10998000;B
10999;10999000;A
11000;11000000;B
11001;11001000;A
11002;11002000;B
11003;11003000;A
11004;11004000;B
11005;11005000;A
11006;11006000;B
11007;11007000;A
11008;11008000;B
11009;11009000;A
11010;11010000;B
11011;11011000;A
11012;11012000;B
11013;11013000;A
11014;11014000;B
11015;11015000;A
11016;11016000;B
11017;11017000;A
11018;11018000;B
11019;11019000;A
11020;11020000;B
11021;11021000;A
11022;11022000;B
11023;11023000;A
11024;11024000;B
11025;11025000;A
11026;11026000;B
11027;11027000;A
11028;11028000;B
11029;11029000;A
11030;11030000;B
11031;11031000;A
11032;11032000;B
11033;11033000;A
11034;11034000;B
11035;11035000;A
11036;11036000;B
11037;11037000;A
11038;11038000;B
11039;11039000;A
11040;11040000;B
11041;11041000;A
11042;11042000;B
11043;11043000;A
11044;11044000;B
11045;11045000;A
11046;11046000;B
11047;11047000;A
11048;11048000;B
11049;11049000;A
11050;11050000;B
11051;11051000;A
11052;11052000;B
11053;11053000;A
11054;11054000;B
11055;11055000;A
11056;11056000;B
11057;11057000;A
11058;11058000;B
11059;11059000;A
11060;11060000;B
11061;11061000;A
11062;11062000;B
11063;11063000;A
11064;11064000;B
11065;11065000;A
11066;11066000;B
11067;11067000;A
11068;11068000;B
11069;11069000;A
11070;11070000;B
11071;11071000;A
11072;11072000;B
11073;11073000;A
11074;11074000;B
11075;11075000;A
11076;11076000;B
11077;11077000;A
11078;11078000;B
11079;11079000;A
11080;11080000;B
11081;11081000;A
11082;11082000;B
11083;11083000;A
11084;11084000;B
11085;11085000;A
11086;11086000;B
11087;11087000;A
11088;11088000;B
11089;11089000;A
11090;11090000;B
11091;11091000;A
11092;11092000;B
11093;11093000;A
11094;11094000;B
11095;11095000;A
11096;11096000;B
11097;11097000;A
11098;11098000;B
11099;11099000;A
11100;11100000;B
11101;11101000;A
11102;11102000;B
11103;11103000;A
11104;11104000;B
11105;11105000;A
11106;11106000;B
11107;11107000;A
11108;11108000;B
11109;11109000;A
11110;11110000;B
11111;11111000;A
11112;11112000;B
11113;11113000;A
11114;11114000;B
11115;11115000;A
11116;11116000;B
11117;11117000;A
11118;11118000;B
11119;11119000;A
11120;11120000;B
11121;11121000;A
11122;11122000;B
11123;11123000;A
11124;11124000;B
11125;11125000;A
11126;11126000;B
11127;11127000;A
11128;11128000;B
11129;11129000;A
11130;11130000;B
11131;11131000;A
11132;11132000;B
11133;11133000;A
11134;11134000;B
11135;11135000;A
11136;11136000;B
11137;11137000;A
11138;11138000;B
11139;11139000;A
11140;11140000;B
11141;11141000;A
11142;11142000;B
11143;11143000;A
11144;11144000;B
11145;11145000;A
11146;11146000;B
11147;11147000;A
11148;11148000;B
11149;11149000;A
11150;11150000;B
11151;11151000;A
11152;11152000;B
11153;11153000;A
11154;11154000;B
11155;11155000;A
11156;11156000;B
11157;11157000;A
11158;11158000;B
11159;11159000;A
11160;11160000;B
11161;11161000;A
11162;11162000;B
11163;11163000;A
11164;11164000;B
11165;11165000;A
11166;11166000;B
11167;11167000;A
11168;11168000;B
11169;11169000;A
11170;11170000;B
11171;11171000;A
11172;11172000;B
11173;11173000;A
11174;11174000;B
11175;11175000;A
11176;11176000;B
11177;11177000;A
11178;11178000;B
11179;11179000;A
11180;11180000;B
11181;11181000;A
11182;11182000;B
11183;11183000;A
11184;11184000;B
11185;11185000;A
11186;11186000;B
11187;11187000;A
11188;11188000;B
11189;11189000;A
11190;11190000;B
11191;11191000;A
11192;11192000;B
11193;11193000;A
11194;11194000;B
11195;11195000;A
11196;11196000;B
11197;11197000;A
11198;11198000;B
11199;11199000;A
11200;11200000;B
11201;11201000;A
11202;11202000;B
11203;11203000;A
11204;11204000;B
11205;11205000;A
11206;11206000;B
11207;11207000;A
11208;11208000;B
11209;11209000;A
11210;11210000;B
11211;11211000;A
11212;11212000;B
11213;11213000;A
11214;11214000;B
11215;11215000;A
11216;11216000;B
11217;11217000;A
11218;11218000;B
11219;11219000;A
11220;11220000;B
11221;11221000;A
11222;11222000;B
11223;11223000;A
11224;11224000;B
11225;11225000;A
11226;11226000;B
11227;11227000;A
11228;11228000;B
11229;11229000;A
11230;11230000;B
11231;11231000;A
11232;11232000;B
11233;11233000;A
11234;11234000;B
11235;11235000;A
11236;11236000;B
11237;11237000;A
11238;11238000;B
11239;11239000;A
11240;11240000;B
11241;11241000;A
11242;11242000;B
11243;11243000;A
11244;11244000;B
11245;11245000;A
11246;11246000;B
11247;11247000;A
11248;11248000;B
11249;11249000;A
11250;11250000;B
11251;11251000;A
11252;11252000;B
11253;11253000;A
11254;11254000;B
11255;11255000;A
11256;11256000;B
11257;11257000;A
11258;11258000;B
11259;11259000;A
11260;11260000;B
11261;11261000;A
11262;11262000;B
11263;11263000;A
11264;11264000;B
11265;11265000;A
11266;11266000;B
11267;11267000;A
11268;11268000;B
11269;11269000;A
11270;11270000;B
11271;11271000;A
11272;11272000;B
11273;11273000;A
11274;11274000;B
11275;11275000;A
11276;11276000;B
11277;11277000;A
11278;11278000;B
11279;11279000;A
11280;11280000;B
11281;11281000;A
11282;11282000;B
11283;11283000;A
11284;11284000;B
11285;11285000;A
11286;11286000;B
11287;11287000;A
11288;11288000;B
11289;11289000;A
11290;11290000;B
11291;11291000;A
11292;11292000;B
11293;11293000;A
11294;11294000;B
11295;11295000;A
11296;11296000;B
11297;11297000;A
11298;11298000;B
11299;11299000;A
11300;11300000;B
11301;11301000;A
11302;11302000;B
11303;11303000;A
11304;11304000;B
11305;11305000;A
11306;11306000;B
11307;11307000;A
11308;11308000;B
11309;11309000;A
11310;11310000;B
11311;11311000;A
11312;11312000;B
11313;11313000;A
11314;11314000;B
11315;11315000;A
11316;11316000;B
11317;11317000;A
11318;11318000;B
11319;11319000;A
11320;11320000;B
11321;11321000;A
11322;11322000;B
11323;11323000;A
11324;11324000;B
11325;11325000;A
11326;11326000;B
11327;11327000;A
11328;11328000;B
11329;11329000;A
11330;11330000;B
11331;11331000;A
11332;11332000;B
11333;11333000;A
11334;11334000;B
11335;11335000;A
11336;11336000;B
11337;11337000;A
11338;11338000;B
11339;11339000;A
11340;11340000;B
11341;11341000;A
11342;11342000;B
11343;11343000;A
11344;11344000;B
11345;11345000;A
11346;11346000;B
11347;11347000;A
11348;11348000;B
11349;11349000;A
11350;11350000;B
11351;11351000;A
11352;11352000;B
11353;11353000;A
11354;11354000;B
11355;11355000;A
11356;11356000;B
11357;11357000;A
11358;11358000;B
11359;11359000;A
11360;11360000;B
11361;11361000;A
11362;11362000;B
11363;11363000;A
11364;11364000;B
11365;11365000;A
11366;11366000;B
11367;11367000;A
11368;11368000;B
11369;11369000;A
11370;11370000;B
11371;11371000;A
11372;11372000;B
11373;11373000;A
11374;11374000;B
11375;11375000;A
11376;11376000;B
11377;11377000;A
11378;11378000;B
11379;11379000;A
11380;11380000;B
11381;11381000;A
11382;11382000;B
11383;11383000;A
11384;11384000;B
11385;11385000;A
11386;11386000;B
11387;11387000;A
11388;11388000;B
11389;11389000;A
11390;11390000;B
11391;11391000;A
11392;11392000;B
11393;11393000;A
11394;11394000;B
11395;11395000;A
11396;11396000;B
11397;11397000;A
11398;11398000;B
11399;11399000;A
11400;11400000;B
11401;11401000;A
11402;11402000;B
11403;11403000;A
11404;11404000;B
11405;11405000;A
11406;11406000;B
11407;11407000;A
11408;11408000;B
11409;11409000;A
11410;11410000;B
11411;11411000;A
11412;11412000;B
11413;11413000;A
11414;11414000;B
11415;11415000;A
11416;11416000;B
11417;11417000;A
11418;11418000;B
11419;11419000;A
11420;11420000;B
11421;11421000;A
11422;11422000;B
11423;11423000;A
11424;11424000;B
11425;11425000;A
11426;11426000;B
11427;11427000;A
11428;11428000;B
11429;11429000;A
11430;11430000;B
11431;11431000;A
11432;11432000;B
11433;11433000;A
11434;11434000;B
11435;11435000;A
11436;11436000;B
11437;11437000;A
11438;11438000;B
11439;11439000;A
11440;11440000;B
11441;11441000;A
11442;11442000;B
11443;11443000;A
11444;11444000;B
11445;11445000;A
11446;11446000;B
11447;11447000;A
11448;11448000;B
11449;11449000;A
11450;11450000;B
11451;11451000;A
11452;11452000;B
11453;11453000;A
11454;11454000;B
11455;11455000;A
11456;11456000;B
11457;11457000;A
11458;11458000;B
11459;11459000;A
11460;11460000;B
11461;11461000;A
11462;11462000;B
11463;11463000;A
11464;11464000;B
11465;11465000;A
11466;11466000;B
11467;11467000;A
11468;11468000;B
11469;11469000;A
11470;11470000;B
11471;11471000;A
11472;11472000;B
11473;11473000;A
11474;11474000;B
11475;11475000;A
11476;11476000;B
11477;11477000;A
11478;11478000;B
11479;11479000;A
11480;11480000;B
11481;11481000;A
11482;11482000;B
11483;11483000;A
11484;11484000;B
11485;11485000;A
11486;11486000;B
11487;11487000;A
11488;11488000;B
11489;11489000;A
11490;11490000;B
11491;11491000;A
11492;11492000;B
11493;11493000;A
11494;11494000;B
11495;11495000;A
11496;11496000;B
11497;11497000;A
11498;11498000;B
11499;11499000;A
11500;11500000;B
11501;11501000;A
11502;11502000;B
11503;11503000;A
11504;11504000;B
11505;11505000;A
11506;11506000;B
11507;11507000;A
11508;11508000;B
11509;11509000;A
11510;11510000;B
11511;11511000;A
11512;11512000;B
11513;11513000;A
11514;11514000;B
11515;11515000;A
11516;11516000;B
11517;11517000;A
11518;11518000;B
11519;11519000;A
11520;11520000;B
11521;11521000;A
11522;11522000;B
11523;11523000;A
11524;11524000;B
11525;11525000;A
11526;11526000;B
11527;11527000;A
11528;11528000;B
11529;11529000;A
11530;11530000;B
11531;11531000;A
11532;11532000;B
11533;11533000;A
11534;11534000;B
11535;11535000;A
11536;11536000;B
11537;11537000;A
11538;11538000;B
11539;11539000;A
11540;11540000;B
11541;11541000;A
11542;11542000;B
11543;11543000;A
11544;11544000;B
11545;11545000;A
11546;11546000;B
11547;11547000;A
11548;11548000;B
11549;11549000;A
11550;11550000;B
11551;11551000;A
11552;11552000;B
11553;11553000;A
11554;11554000;B
11555;11555000;A
11556;11556000;B
11557;11557000;A
11558;11558000;B
11559;11559000;A
11560;11560000;B
11561;11561000;A
11562;11562000;B
11563;11563000;A
11564;11564000;B
11565;11565000;A
11566;11566000;B
11567;11567000;A
11568;11568000;B
11569;11569000;A
11570;11570000;B
11571;11571000;A
11572;11572000;B
11573;11573000;A
11574;11574000;B
11575;11575000;A
11576;11576000;B
11577;11577000;A
11578;11578000;B
11579;11579000;A
11580;11580000;B
11581;11581000;A
11582;11582000;B
11583;11583000;A
11584;11584000;B
11585;11585000;A
11586;11586000;B
11587;11587000;A
11588;11588000;B
11589;11589000;A
11590;11590000;B
11591;11591000;A
11592;11592000;B
11593;11593000;A
11594;11594000;B
11595;11595000;A
11596;11596000;B
11597;11597000;A
11598;11598000;B
11599;11599000;A
11600;11600000;B
11601;11601000;A
11602;11602000;B
11603;11603000;A
11604;11604000;B
11605;11605000;A
11606;11606000;B
11607;11607000;A
11608;11608000;B
11609;11609000;A
11610;11610000;B
11611;11611000;A
11612;11612000;B
11613;11613000;A
11614;11614000;B
11615;11615000;A
11616;11616000;B
11617;11617000;A
11618;11618000;B
11619;11619000;A
11620;11620000;B
11621;11621000;A
11622;11622000;B
11623;11623000;A
11624;11624000;B
11625;11625000;A
11626;11626000;B
11627;11627000;A
11628;11628000;B
11629;11629000;A
11630;11630000;B
11631;11631000;A
11632;11632000;B
11633;11633000;A
11634;11634000;B
11635;11635000;A
11636;11636000;B
11637;11637000;A
11638;11638000;B
11639;11639000;A
11640;11640000;B
11641;11641000;A
11642;11642000;B
11643;11643000;A
11644;11644000;B
11645;11645000;A
11646;11646000;B
11647;11647000;A
11648;11648000;B
11649;11649000;A
11650;11650000;B
11651;11651000;A
11652;11652000;B
11653;11653000;A
11654;11654000;B
11655;11655000;A
11656;11656000;B
11657;11657000;A
11658;11658000;B
11659;11659000;A
11660;11660000;B
11661;11661000;A
11662;11662000;B
11663;11663000;A
11664;11664000;B
11665;11665000;A
11666;11666000;B
11667;11667000;A
11668;11668000;B
11669;11669000;A
11670;11670000;B
11671;11671000;A
11672;11672000;B
11673;11673000;A
11674;11674000;B
11675;11675000;A
11676;11676000;B
11677;11677000;A
11678;11678000;B
11679;11679000;A
11680;11680000;B
11681;11681000;A
11682;11682000;B
11683;11683000;A
11684;11684000;B
11685;11685000;A
11686;11686000;B
11687;11687000;A
11688;11688000;B
11689;11689000;A
11690;11690000;B
11691;11691000;A
11692;11692000;B
11693;11693000;A
11694;11694000;B
11695;11695000;A
11696;11696000;B
11697;11697000;A
11698;11698000;B
11699;11699000;A
11700;11700000;B
11701;11701000;A
11702;11702000;B
11703;11703000;A
11704;11704000;B
11705;11705000;A
11706;11706000;B
11707;11707000;A
11708;11708000;B
11709;11709000;A
11710;11710000;B
11711;11711000;A
11712;11712000;B
11713;11713000;A
11714;11714000;B
11715;11715000;A
11716;11716000;B
11717;11717000;A
11718;11718000;B
11719;11719000;A
